Date,Open,High,Low,Close,Volume
2020-11-02,926.09,933.68,924.14,933.68,297600
2020-11-03,936.73,937.57,932.18,935.41,318700
2020-11-04,935.41,943.56,933.86,939.76,350900
2020-11-05,940.32,945.51,937.75,937.75,304300
2020-11-06,939.73,941.2,934.63,938.29,268200
2020-11-09,942.15,951.99,942.15,951.99,393200
2020-11-10,962.68,963.47,951.9,951.9,456700
2020-11-11,954.46,956.65,947.61,952.22,376500
2020-11-12,953.97,959.28,953.62,959.28,343900
2020-11-13,959.56,966.29,959.13,966.29,457800
2020-11-16,970.11,972.98,950.5,950.79,518900
2020-11-17,955.52,968.9,953.22,968.9,401000
2020-11-18,969.48,974.3,966.32,973.53,478700
2020-11-19,975.32,983.26,974.33,983.26,500100
2020-11-20,984.71,990.0,980.72,990.0,501100
2020-11-23,991.87,995.9,985.38,994.19,489700
2020-11-24,996.55,997.99,984.92,995.76,550100
2020-11-25,1000.39,1002.31,996.8,999.94,475700
2020-11-26,1005.97,1005.97,994.91,1005.97,383440400
2020-11-27,1006.68,1010.22,1004.0,1010.22,446400
2020-11-30,1011.82,1012.5,1002.61,1003.08,532900
2020-12-01,988.71,1008.87,988.71,1008.87,583300
2020-12-02,1008.77,1015.86,1007.91,1014.32,684500
2020-12-03,1016.73,1020.35,1014.06,1019.8,518900
2020-12-04,1019.8,1025.17,1018.67,1021.49,553600
2020-12-07,1024.34,1030.41,1022.14,1029.98,520300
2020-12-08,1029.98,1032.58,1025.63,1029.26,527700
2020-12-09,1029.26,1039.55,1029.26,1039.13,586100
2020-12-10,1041.65,1044.1,1030.91,1030.91,626500
2020-12-11,1033.19,1045.96,1030.06,1045.96,463800
2020-12-14,1048.97,1064.09,1048.97,1064.09,583600
2020-12-15,1062.02,1067.45,1052.01,1055.27,675200
2020-12-16,1058.34,1066.99,1057.21,1066.99,591600
2020-12-17,1065.85,1065.85,1051.42,1051.77,667900
2020-12-18,1055.75,1068.56,1055.75,1067.46,623600
2020-12-21,1071.62,1081.6,1070.86,1081.08,713700
2020-12-22,1081.85,1084.23,1077.06,1083.45,756100
2020-12-23,1087.89,1094.09,1077.92,1078.9,813200
2020-12-24,1083.83,1084.76,1046.89,1067.52,757300
2020-12-25,1084.42,1084.42,1061.83,1084.42,564081800
2020-12-28,1094.37,1096.11,1083.9,1091.33,723900
2020-12-29,1090.49,1102.79,1087.93,1099.49,678800
2020-12-30,1099.78,1108.83,1094.91,1097.54,677000
2020-12-31,1098.25,1105.33,1096.27,1103.87,527800
2021-01-04,1113.77,1126.43,1113.59,1120.47,764000
2021-01-05,1116.96,1134.45,1116.49,1132.55,763400
2021-01-06,1139.12,1152.85,1133.7,1143.21,790500
2021-01-07,1147.26,1156.49,1143.44,1156.49,763700
2021-01-08,1164.1,1176.33,1160.48,1167.69,808300
2021-01-11,1176.47,1186.45,1175.0,1184.89,845900
2021-01-12,1190.38,1192.28,1179.24,1192.28,719900
2021-01-13,1197.32,1200.82,1183.18,1186.05,819300
2021-01-14,1189.48,1190.5,1178.84,1187.4,779300
2021-01-15,1188.84,1197.74,1188.84,1194.2,783100
2021-01-18,1191.94,1200.85,1190.33,1191.94,676078200
2021-01-19,1189.91,1189.91,1117.17,1131.0,986200
2021-01-20,1136.5,1142.48,1098.05,1134.68,839300
2021-01-21,1146.86,1164.21,1132.66,1164.21,721900
2021-01-22,1166.77,1175.72,1161.43,1166.78,758300
2021-01-25,1164.2,1172.18,1162.8,1166.05,707200
2021-01-26,1164.97,1164.97,1121.03,1136.12,782300
2021-01-27,1122.41,1132.99,1088.86,1097.17,785700
2021-01-28,1041.71,1052.16,1022.77,1023.94,767900
2021-01-29,998.33,1076.11,998.33,1056.61,797400
2021-02-01,1056.61,1074.52,1035.51,1035.51,634300
2021-02-02,1036.95,1075.53,1029.36,1075.53,602600
2021-02-03,1084.87,1113.24,1082.95,1111.29,703200
2021-02-04,1112.97,1117.88,1098.85,1112.19,523400
2021-02-05,1114.79,1126.91,1112.19,1126.91,529900
2021-02-08,1127.06,1127.06,1075.1,1083.18,696600
2021-02-09,1090.88,1114.93,1078.98,1114.93,519800
2021-02-17,1127.46,1155.78,1127.46,1155.78,568000
2021-02-18,1157.1,1174.38,1148.66,1174.38,614800
2021-02-19,1160.65,1178.18,1157.6,1173.5,578300
2021-02-22,1173.57,1182.67,1169.12,1175.04,630000
2021-02-23,1174.57,1184.32,1168.32,1177.64,598300
2021-02-24,1184.32,1185.58,1154.36,1162.01,603000
2021-02-25,1169.97,1169.97,1155.74,1165.43,510400
2021-02-26,1148.88,1169.28,1148.88,1168.47,554500
2021-03-01,1176.93,1186.82,1174.45,1186.17,643400
